Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
CARD11,Skin_Cutaneous_Melanoma,109,11,75,11
XIST,Skin_Cutaneous_Melanoma,216,2,127,2
FBN1,Skin_Cutaneous_Melanoma,83,3,56,3
WDFY3,Skin_Cutaneous_Melanoma,75,5,59,5
SLC1A6,Skin_Cutaneous_Melanoma,54,1,44,1
UGT2B15,Skin_Cutaneous_Melanoma,87,9,63,9
DGKB,Skin_Cutaneous_Melanoma,65,3,53,3
KANK4,Skin_Cutaneous_Melanoma,80,1,57,1
PKDREJ,Skin_Cutaneous_Melanoma,86,3,62,2
DCDC1,Skin_Cutaneous_Melanoma,100,9,78,9
COL6A6,Skin_Cutaneous_Melanoma,129,7,86,7
SCN2A,Skin_Cutaneous_Melanoma,149,5,97,5
ABCA13,Skin_Cutaneous_Melanoma,159,4,99,4
IGSF9B,Skin_Cutaneous_Melanoma,57,3,47,3
GLYATL2,Skin_Cutaneous_Melanoma,56,4,46,4
DSC1,Skin_Cutaneous_Melanoma,142,4,96,4
GABRG1,Skin_Cutaneous_Melanoma,81,6,63,6
ZSWIM2,Skin_Cutaneous_Melanoma,63,2,53,2
MAGI1,Skin_Cutaneous_Melanoma,90,7,66,7
TRIOBP,Skin_Cutaneous_Melanoma,111,8,70,7
NAALAD2,Skin_Cutaneous_Melanoma,53,5,46,5
CDH8,Skin_Cutaneous_Melanoma,133,11,86,10
USP26,Skin_Cutaneous_Melanoma,60,3,48,3
NBEA,Skin_Cutaneous_Melanoma,125,12,82,12
C20orf26,Skin_Cutaneous_Melanoma,75,3,52,3
ABCC6,Skin_Cutaneous_Melanoma,97,11,71,11
LYST,Skin_Cutaneous_Melanoma,55,4,46,4
ZNF536,Skin_Cutaneous_Melanoma,159,4,99,4
MAGEC3,Skin_Cutaneous_Melanoma,88,6,69,6
RP11-707M1.1,Skin_Cutaneous_Melanoma,78,0,62,0
HECW1,Skin_Cutaneous_Melanoma,120,4,88,4
USH1C,Skin_Cutaneous_Melanoma,72,5,53,5
SLC30A8,Skin_Cutaneous_Melanoma,66,3,53,3
DSC2,Skin_Cutaneous_Melanoma,92,2,64,2
SSPO,Skin_Cutaneous_Melanoma,171,14,101,12
HDAC9,Skin_Cutaneous_Melanoma,106,2,75,2
LILRB1,Skin_Cutaneous_Melanoma,124,8,84,8
KDR,Skin_Cutaneous_Melanoma,115,9,82,9
TIE1,Skin_Cutaneous_Melanoma,68,6,55,6
PSG4,Skin_Cutaneous_Melanoma,73,2,55,2
ANO3,Skin_Cutaneous_Melanoma,63,8,46,8
CACNA1B,Skin_Cutaneous_Melanoma,104,4,72,4
ADAM21P1,Skin_Cutaneous_Melanoma,78,0,63,0
TP63,Skin_Cutaneous_Melanoma,150,9,94,9
CYP2C19,Skin_Cutaneous_Melanoma,116,7,82,6
LMX1A,Skin_Cutaneous_Melanoma,61,2,49,2
COL21A1,Skin_Cutaneous_Melanoma,150,8,90,8
TMC2,Skin_Cutaneous_Melanoma,68,7,51,7
FAM171A1,Skin_Cutaneous_Melanoma,79,2,53,2
NPAS4,Skin_Cutaneous_Melanoma,69,1,56,1
GPR116,Skin_Cutaneous_Melanoma,102,4,76,4
TDRD5,Skin_Cutaneous_Melanoma,105,6,78,5
MDN1,Skin_Cutaneous_Melanoma,86,4,61,4
FMN2,Skin_Cutaneous_Melanoma,183,6,105,6
TRPM2,Skin_Cutaneous_Melanoma,117,12,82,10
CACNA1H,Skin_Cutaneous_Melanoma,105,4,74,4
MUC17,Skin_Cutaneous_Melanoma,356,7,157,6
PLEC,Skin_Cutaneous_Melanoma,103,7,71,7
UGT1A6,Skin_Cutaneous_Melanoma,54,1,47,1
GUCY1A2,Skin_Cutaneous_Melanoma,58,2,53,2
SLC22A25,Skin_Cutaneous_Melanoma,65,5,47,4
SLC26A9,Skin_Cutaneous_Melanoma,71,5,51,5
OGDHL,Skin_Cutaneous_Melanoma,88,6,64,6
NETO1,Skin_Cutaneous_Melanoma,78,6,58,6
CD163L1,Skin_Cutaneous_Melanoma,146,12,100,12
CA10,Skin_Cutaneous_Melanoma,56,3,47,3
MORC1,Skin_Cutaneous_Melanoma,154,12,103,11
LRRC18,Skin_Cutaneous_Melanoma,56,1,44,1
OSMR,Skin_Cutaneous_Melanoma,105,14,72,13
MYH11,Skin_Cutaneous_Melanoma,104,9,69,9
GREB1,Skin_Cutaneous_Melanoma,74,4,52,4
SAMD9L,Skin_Cutaneous_Melanoma,123,6,85,6
C1orf168,Skin_Cutaneous_Melanoma,106,6,77,6
NME8,Skin_Cutaneous_Melanoma,64,5,52,5
GRID1,Skin_Cutaneous_Melanoma,81,3,54,3
HHIPL2,Skin_Cutaneous_Melanoma,63,2,47,2
TACC2,Skin_Cutaneous_Melanoma,192,5,101,5
OR2G6,Skin_Cutaneous_Melanoma,54,4,44,4
CYFIP2,Skin_Cutaneous_Melanoma,75,6,53,5
ACACA,Skin_Cutaneous_Melanoma,54,4,44,4
TRPM6,Skin_Cutaneous_Melanoma,128,8,76,8
GRM6,Skin_Cutaneous_Melanoma,79,3,58,3
SYT16,Skin_Cutaneous_Melanoma,63,5,48,5
ARHGAP30,Skin_Cutaneous_Melanoma,68,3,48,3
UMODL1,Skin_Cutaneous_Melanoma,62,5,48,5
SALL1,Skin_Cutaneous_Melanoma,179,5,101,5
TMEM200A,Skin_Cutaneous_Melanoma,90,3,71,3
PDE3A,Skin_Cutaneous_Melanoma,59,4,44,4
ELMO1,Skin_Cutaneous_Melanoma,62,7,48,6
GPR158,Skin_Cutaneous_Melanoma,107,4,77,4
KL,Skin_Cutaneous_Melanoma,79,7,62,7
OR4N2,Skin_Cutaneous_Melanoma,64,1,55,1
ZNF831,Skin_Cutaneous_Melanoma,209,6,124,6
DSG1,Skin_Cutaneous_Melanoma,120,10,81,10
NOS1,Skin_Cutaneous_Melanoma,201,15,117,14
CNTNAP4,Skin_Cutaneous_Melanoma,110,9,72,9
SIGLEC12,Skin_Cutaneous_Melanoma,72,5,53,5
NLRP8,Skin_Cutaneous_Melanoma,158,8,106,8
PTPRN2,Skin_Cutaneous_Melanoma,115,8,77,8
AKAP6,Skin_Cutaneous_Melanoma,84,1,62,1
GRIA1,Skin_Cutaneous_Melanoma,142,8,88,8
NPC1L1,Skin_Cutaneous_Melanoma,95,4,73,4
ADCY10,Skin_Cutaneous_Melanoma,89,6,68,6
CAMTA1,Skin_Cutaneous_Melanoma,70,1,52,1
PCDHGA5,Skin_Cutaneous_Melanoma,54,0,46,0
OR1L8,Skin_Cutaneous_Melanoma,52,0,44,0
TENM2,Skin_Cutaneous_Melanoma,150,4,90,4
DLG2,Skin_Cutaneous_Melanoma,78,3,57,3
ATP2B2,Skin_Cutaneous_Melanoma,88,5,59,5
EPHA7,Skin_Cutaneous_Melanoma,124,11,76,11
LEPREL1,Skin_Cutaneous_Melanoma,66,3,48,3
TRIML2,Skin_Cutaneous_Melanoma,66,1,54,1
NRG1,Skin_Cutaneous_Melanoma,73,4,50,4
SAMD9,Skin_Cutaneous_Melanoma,104,8,74,8
CTNNA2,Skin_Cutaneous_Melanoma,72,4,56,4
CD33,Skin_Cutaneous_Melanoma,59,3,46,3
LRTM1,Skin_Cutaneous_Melanoma,73,4,56,4
MAGEC1,Skin_Cutaneous_Melanoma,226,9,120,9
MAGEB6,Skin_Cutaneous_Melanoma,61,1,51,1
APOB,Skin_Cutaneous_Melanoma,388,17,181,17
ZBBX,Skin_Cutaneous_Melanoma,80,5,60,5
STON1-GTF2A1L,Skin_Cutaneous_Melanoma,80,4,59,4
CNGB3,Skin_Cutaneous_Melanoma,86,12,68,12
ZNF578,Skin_Cutaneous_Melanoma,64,1,53,1
SLC22A10,Skin_Cutaneous_Melanoma,69,8,51,8
RP1L1,Skin_Cutaneous_Melanoma,167,3,99,3
ABCB11,Skin_Cutaneous_Melanoma,87,7,60,7
PPP4R4,Skin_Cutaneous_Melanoma,72,6,47,6
FAM135B,Skin_Cutaneous_Melanoma,237,12,137,12
POTEE,Skin_Cutaneous_Melanoma,98,2,76,2
ASXL3,Skin_Cutaneous_Melanoma,197,4,129,4
ABCB1,Skin_Cutaneous_Melanoma,84,5,59,4
MTUS2,Skin_Cutaneous_Melanoma,131,5,98,5
PCDHGA2,Skin_Cutaneous_Melanoma,77,1,58,1
NELL1,Skin_Cutaneous_Melanoma,52,7,46,7
NLRP2,Skin_Cutaneous_Melanoma,110,4,77,4
RYR1,Skin_Cutaneous_Melanoma,282,18,153,17
CSF2RB,Skin_Cutaneous_Melanoma,70,3,53,3
PCDHGB3,Skin_Cutaneous_Melanoma,58,1,45,1
EPB41L1,Skin_Cutaneous_Melanoma,55,2,46,2
MEFV,Skin_Cutaneous_Melanoma,61,3,50,3
ME1,Skin_Cutaneous_Melanoma,55,1,48,1
MAP3K19,Skin_Cutaneous_Melanoma,78,2,55,2
GFRAL,Skin_Cutaneous_Melanoma,94,7,69,7
ACSM2B,Skin_Cutaneous_Melanoma,117,9,80,8
CASR,Skin_Cutaneous_Melanoma,187,5,113,5
ALK,Skin_Cutaneous_Melanoma,86,3,63,3
OR4Q3,Skin_Cutaneous_Melanoma,61,1,50,1
CNTNAP2,Skin_Cutaneous_Melanoma,202,12,125,12
NTRK3,Skin_Cutaneous_Melanoma,106,6,67,6
GABRA6,Skin_Cutaneous_Melanoma,68,4,53,4
BAI3,Skin_Cutaneous_Melanoma,148,9,97,9
VWF,Skin_Cutaneous_Melanoma,137,8,85,7
PADI3,Skin_Cutaneous_Melanoma,56,5,46,5
SKIV2L,Skin_Cutaneous_Melanoma,56,0,48,0
GABRA2,Skin_Cutaneous_Melanoma,64,4,44,3
SCN7A,Skin_Cutaneous_Melanoma,106,6,75,6
SLC12A3,Skin_Cutaneous_Melanoma,53,6,44,6
SZT2,Skin_Cutaneous_Melanoma,90,4,61,4
TSPEAR,Skin_Cutaneous_Melanoma,69,3,46,3
SLIT2,Skin_Cutaneous_Melanoma,146,2,99,2
C12orf50,Skin_Cutaneous_Melanoma,55,3,47,3
ANKRD30A,Skin_Cutaneous_Melanoma,240,19,125,16
EPHB6,Skin_Cutaneous_Melanoma,62,2,47,2
ATP9A,Skin_Cutaneous_Melanoma,55,4,44,4
ZNF679,Skin_Cutaneous_Melanoma,56,3,48,3
MYO7B,Skin_Cutaneous_Melanoma,94,9,68,8
C7,Skin_Cutaneous_Melanoma,131,7,92,6
ERBB4,Skin_Cutaneous_Melanoma,122,10,93,10
LIMCH1,Skin_Cutaneous_Melanoma,78,6,59,5
CACNA1C,Skin_Cutaneous_Melanoma,165,14,106,14
CD1E,Skin_Cutaneous_Melanoma,92,7,69,7
FN1,Skin_Cutaneous_Melanoma,51,7,46,7
LPHN2,Skin_Cutaneous_Melanoma,121,5,77,5
OR11L1,Skin_Cutaneous_Melanoma,62,1,48,1
POU6F2,Skin_Cutaneous_Melanoma,67,7,52,7
VRTN,Skin_Cutaneous_Melanoma,56,4,45,4
ERC2,Skin_Cutaneous_Melanoma,146,7,98,7
NLRP5,Skin_Cutaneous_Melanoma,157,9,110,8
BRINP1,Skin_Cutaneous_Melanoma,140,8,99,7
ATP7B,Skin_Cutaneous_Melanoma,64,4,45,4
NALCN,Skin_Cutaneous_Melanoma,97,11,69,10
PSG3,Skin_Cutaneous_Melanoma,60,1,51,1
THSD4,Skin_Cutaneous_Melanoma,68,3,56,3
UBR4,Skin_Cutaneous_Melanoma,85,4,64,4
ANGPT1,Skin_Cutaneous_Melanoma,68,3,53,3
ST6GAL2,Skin_Cutaneous_Melanoma,112,6,82,6
TET1,Skin_Cutaneous_Melanoma,58,5,50,5
UGT2A3,Skin_Cutaneous_Melanoma,67,9,47,9
ZNF99,Skin_Cutaneous_Melanoma,166,6,104,6
CELSR3,Skin_Cutaneous_Melanoma,85,4,59,4
NEBL,Skin_Cutaneous_Melanoma,130,6,89,6
CCDC102B,Skin_Cutaneous_Melanoma,49,6,45,6
OR52R1,Skin_Cutaneous_Melanoma,52,1,45,1
COL5A1,Skin_Cutaneous_Melanoma,176,11,103,10
OR10K2,Skin_Cutaneous_Melanoma,53,2,45,2
NPY5R,Skin_Cutaneous_Melanoma,53,3,47,3
MYO3B,Skin_Cutaneous_Melanoma,83,3,61,3
PTCHD2,Skin_Cutaneous_Melanoma,100,4,74,4
TRHR,Skin_Cutaneous_Melanoma,61,11,50,11
PTPRR,Skin_Cutaneous_Melanoma,87,3,64,3
CYP4F12,Skin_Cutaneous_Melanoma,78,5,62,4
PCDHA6,Skin_Cutaneous_Melanoma,93,1,64,1
MEGF8,Skin_Cutaneous_Melanoma,75,3,58,3
KCNT1,Skin_Cutaneous_Melanoma,57,3,44,3
HNF4A,Skin_Cutaneous_Melanoma,66,4,50,4
FLRT2,Skin_Cutaneous_Melanoma,69,1,49,1
HSPG2,Skin_Cutaneous_Melanoma,83,7,58,7
OR2A5,Skin_Cutaneous_Melanoma,67,2,52,2
KCNQ3,Skin_Cutaneous_Melanoma,105,10,76,10
GCSAML,Skin_Cutaneous_Melanoma,58,1,47,1
PCDHB11,Skin_Cutaneous_Melanoma,71,0,47,0
CELSR1,Skin_Cutaneous_Melanoma,64,7,50,7
DNER,Skin_Cutaneous_Melanoma,68,8,59,8
COL8A1,Skin_Cutaneous_Melanoma,60,2,44,2
LILRA2,Skin_Cutaneous_Melanoma,79,2,61,2
ZFPM2,Skin_Cutaneous_Melanoma,152,3,94,3
PCDH17,Skin_Cutaneous_Melanoma,86,1,56,1
CADPS,Skin_Cutaneous_Melanoma,65,4,44,4
PSG10P,Skin_Cutaneous_Melanoma,57,2,46,2
PZP,Skin_Cutaneous_Melanoma,66,6,56,6
PRUNE2,Skin_Cutaneous_Melanoma,170,6,100,5
TIAM2,Skin_Cutaneous_Melanoma,70,3,51,3
SPATA31E1,Skin_Cutaneous_Melanoma,86,3,55,3
MYH15,Skin_Cutaneous_Melanoma,152,11,89,11
ADH1B,Skin_Cutaneous_Melanoma,70,4,57,3
EXPH5,Skin_Cutaneous_Melanoma,79,4,59,4
CYP4A11,Skin_Cutaneous_Melanoma,91,5,67,4
SORL1,Skin_Cutaneous_Melanoma,185,9,107,6
SETBP1,Skin_Cutaneous_Melanoma,80,2,59,2
GABRA3,Skin_Cutaneous_Melanoma,55,1,44,1
NLRP10,Skin_Cutaneous_Melanoma,95,1,73,1
PKHD1L1,Skin_Cutaneous_Melanoma,374,17,174,17
FRAS1,Skin_Cutaneous_Melanoma,177,14,107,13
CASZ1,Skin_Cutaneous_Melanoma,52,2,46,2
ADAM29,Skin_Cutaneous_Melanoma,119,4,85,4
CDH9,Skin_Cutaneous_Melanoma,111,10,75,9
FILIP1,Skin_Cutaneous_Melanoma,109,2,70,2
NRG3,Skin_Cutaneous_Melanoma,50,5,45,5
VIL1,Skin_Cutaneous_Melanoma,53,6,46,6
PCLO,Skin_Cutaneous_Melanoma,702,27,232,26
MCTP1,Skin_Cutaneous_Melanoma,63,6,48,6
MYH1,Skin_Cutaneous_Melanoma,268,17,150,16
FAM129A,Skin_Cutaneous_Melanoma,62,1,53,1
SLC44A5,Skin_Cutaneous_Melanoma,79,5,62,5
ZEB1,Skin_Cutaneous_Melanoma,73,5,48,5
GRIK2,Skin_Cutaneous_Melanoma,68,10,52,10
RASGRF1,Skin_Cutaneous_Melanoma,66,1,49,1
DOCK11,Skin_Cutaneous_Melanoma,54,3,48,3
SHANK2,Skin_Cutaneous_Melanoma,112,3,77,3
FLG2,Skin_Cutaneous_Melanoma,179,9,108,9
NYAP2,Skin_Cutaneous_Melanoma,89,0,71,0
CACNA1G,Skin_Cutaneous_Melanoma,116,7,75,7
WDR72,Skin_Cutaneous_Melanoma,73,9,54,9
SLC4A1,Skin_Cutaneous_Melanoma,56,2,45,2
GRIA2,Skin_Cutaneous_Melanoma,88,6,70,6
AOAH,Skin_Cutaneous_Melanoma,59,10,48,8
NOTCH4,Skin_Cutaneous_Melanoma,126,6,80,6
PLIN4,Skin_Cutaneous_Melanoma,56,1,46,1
ADAMTSL3,Skin_Cutaneous_Melanoma,81,9,57,8
FAM47C,Skin_Cutaneous_Melanoma,123,0,86,0
PTPRK,Skin_Cutaneous_Melanoma,112,8,76,7
CYP4F11,Skin_Cutaneous_Melanoma,78,6,62,5
DNAH5,Skin_Cutaneous_Melanoma,884,69,274,58
KHDRBS2,Skin_Cutaneous_Melanoma,57,3,44,3
PCNT,Skin_Cutaneous_Melanoma,66,5,52,5
COL2A1,Skin_Cutaneous_Melanoma,85,9,62,9
ITGA4,Skin_Cutaneous_Melanoma,92,2,64,2
MYCBP2,Skin_Cutaneous_Melanoma,78,1,61,1
LRRIQ3,Skin_Cutaneous_Melanoma,71,3,57,3
COL6A3,Skin_Cutaneous_Melanoma,178,9,108,9
IGSF21,Skin_Cutaneous_Melanoma,65,4,57,4
PTPRT,Skin_Cutaneous_Melanoma,285,24,160,23
CDH4,Skin_Cutaneous_Melanoma,72,3,60,3
CYP2C8,Skin_Cutaneous_Melanoma,90,5,64,5
NRXN1,Skin_Cutaneous_Melanoma,153,9,96,8
CDH13,Skin_Cutaneous_Melanoma,67,1,56,1
GHR,Skin_Cutaneous_Melanoma,87,11,64,11
FAM170A,Skin_Cutaneous_Melanoma,54,6,45,6
CUBN,Skin_Cutaneous_Melanoma,97,11,61,10
MYH6,Skin_Cutaneous_Melanoma,123,10,76,9
ATP10D,Skin_Cutaneous_Melanoma,75,1,57,1
LTBP2,Skin_Cutaneous_Melanoma,85,0,62,0
HEPH,Skin_Cutaneous_Melanoma,74,5,61,5
HIVEP1,Skin_Cutaneous_Melanoma,80,6,63,6
ABCA6,Skin_Cutaneous_Melanoma,64,7,48,7
NEB,Skin_Cutaneous_Melanoma,291,23,141,21
SLC6A5,Skin_Cutaneous_Melanoma,58,7,46,7
DNAH11,Skin_Cutaneous_Melanoma,222,13,120,12
CWH43,Skin_Cutaneous_Melanoma,83,7,62,7
EPHA4,Skin_Cutaneous_Melanoma,66,4,52,4
TCEB3B,Skin_Cutaneous_Melanoma,96,1,66,1
GRM7,Skin_Cutaneous_Melanoma,125,8,89,8
WBP11P1,Skin_Cutaneous_Melanoma,67,0,49,0
ALB,Skin_Cutaneous_Melanoma,59,2,47,2
COL11A2,Skin_Cutaneous_Melanoma,103,7,70,7
VPS13A,Skin_Cutaneous_Melanoma,55,5,46,5
CGNL1,Skin_Cutaneous_Melanoma,85,2,63,2
NF1,Skin_Cutaneous_Melanoma,110,60,75,46
HUWE1,Skin_Cutaneous_Melanoma,65,1,52,1
TEK,Skin_Cutaneous_Melanoma,65,3,44,2
PCDHA1,Skin_Cutaneous_Melanoma,106,1,75,1
PRRC2A,Skin_Cutaneous_Melanoma,82,6,63,6
KIAA1210,Skin_Cutaneous_Melanoma,80,4,61,4
ATP13A4,Skin_Cutaneous_Melanoma,113,12,77,12
DDX60,Skin_Cutaneous_Melanoma,81,10,58,9
DNAH2,Skin_Cutaneous_Melanoma,189,14,125,13
MYO5B,Skin_Cutaneous_Melanoma,129,7,83,7
MROH2B,Skin_Cutaneous_Melanoma,248,19,139,18
TMC3,Skin_Cutaneous_Melanoma,58,7,46,7
CPXM2,Skin_Cutaneous_Melanoma,65,1,52,1
MERTK,Skin_Cutaneous_Melanoma,72,7,55,7
CLCN1,Skin_Cutaneous_Melanoma,104,9,67,9
EMR1,Skin_Cutaneous_Melanoma,88,2,63,2
OR5AK2,Skin_Cutaneous_Melanoma,53,0,45,0
C10orf71,Skin_Cutaneous_Melanoma,103,1,69,1
THSD7A,Skin_Cutaneous_Melanoma,90,7,65,7
VPS13B,Skin_Cutaneous_Melanoma,110,14,78,14
LAMA5,Skin_Cutaneous_Melanoma,105,8,73,8
PCDHAC2,Skin_Cutaneous_Melanoma,70,3,53,2
MKI67,Skin_Cutaneous_Melanoma,70,2,54,2
CCDC73,Skin_Cutaneous_Melanoma,52,2,45,2
SI,Skin_Cutaneous_Melanoma,181,15,125,15
DSC3,Skin_Cutaneous_Melanoma,110,9,84,9
F13B,Skin_Cutaneous_Melanoma,90,5,71,5
PLCE1,Skin_Cutaneous_Melanoma,133,7,84,7
FCRL1,Skin_Cutaneous_Melanoma,63,2,54,2
KCNJ6,Skin_Cutaneous_Melanoma,54,6,44,6
NLGN4X,Skin_Cutaneous_Melanoma,73,2,52,1
ST18,Skin_Cutaneous_Melanoma,131,8,91,7
ANKRD11,Skin_Cutaneous_Melanoma,66,5,51,5
RFX6,Skin_Cutaneous_Melanoma,89,7,71,7
MYH7B,Skin_Cutaneous_Melanoma,70,4,44,3
CIITA,Skin_Cutaneous_Melanoma,56,3,48,3
SIGLEC5,Skin_Cutaneous_Melanoma,58,7,49,6
CCDC88C,Skin_Cutaneous_Melanoma,98,4,63,4
SRCAP,Skin_Cutaneous_Melanoma,83,6,60,6
CFHR5,Skin_Cutaneous_Melanoma,75,7,57,7
PTPRB,Skin_Cutaneous_Melanoma,201,14,113,14
PSG2,Skin_Cutaneous_Melanoma,55,3,46,3
FSIP2,Skin_Cutaneous_Melanoma,93,7,68,6
ZIM3,Skin_Cutaneous_Melanoma,77,5,64,4
MRGPRX1,Skin_Cutaneous_Melanoma,87,3,63,3
SYTL2,Skin_Cutaneous_Melanoma,55,0,48,0
ADAMTS12,Skin_Cutaneous_Melanoma,81,3,58,3
NOVA1,Skin_Cutaneous_Melanoma,53,5,46,5
MYOCD,Skin_Cutaneous_Melanoma,149,10,99,10
KCNK1,Skin_Cutaneous_Melanoma,53,3,50,3
SCN3A,Skin_Cutaneous_Melanoma,125,13,91,11
ENPEP,Skin_Cutaneous_Melanoma,96,10,69,10
FSTL5,Skin_Cutaneous_Melanoma,86,2,64,2
CORIN,Skin_Cutaneous_Melanoma,71,7,53,7
CRB1,Skin_Cutaneous_Melanoma,192,8,123,8
ANKS1B,Skin_Cutaneous_Melanoma,70,4,47,4
MYO1F,Skin_Cutaneous_Melanoma,73,3,52,3
COL6A2,Skin_Cutaneous_Melanoma,59,1,46,1
PTPRD,Skin_Cutaneous_Melanoma,181,16,107,15
C2orf71,Skin_Cutaneous_Melanoma,77,3,59,3
HDC,Skin_Cutaneous_Melanoma,62,3,49,3
TCF4,Skin_Cutaneous_Melanoma,54,3,44,3
BAGE2,Skin_Cutaneous_Melanoma,207,4,104,4
OR4A15,Skin_Cutaneous_Melanoma,82,6,62,6
MAPK4,Skin_Cutaneous_Melanoma,60,1,48,1
LRP1,Skin_Cutaneous_Melanoma,125,11,80,11
ATP12A,Skin_Cutaneous_Melanoma,66,3,49,2
POTEF,Skin_Cutaneous_Melanoma,90,0,66,0
TAS2R60,Skin_Cutaneous_Melanoma,65,2,46,2
MNDA,Skin_Cutaneous_Melanoma,56,4,44,4
CHRM2,Skin_Cutaneous_Melanoma,68,2,51,2
TENM4,Skin_Cutaneous_Melanoma,151,8,92,7
ADCYAP1R1,Skin_Cutaneous_Melanoma,55,8,47,7
CHRM3,Skin_Cutaneous_Melanoma,71,4,58,4
FNDC1,Skin_Cutaneous_Melanoma,104,6,69,6
FSHR,Skin_Cutaneous_Melanoma,61,3,47,3
LIFR,Skin_Cutaneous_Melanoma,83,6,59,6
FMO3,Skin_Cutaneous_Melanoma,57,4,46,4
GALNT14,Skin_Cutaneous_Melanoma,72,7,55,7
DYNC2H1,Skin_Cutaneous_Melanoma,63,8,50,8
SIM1,Skin_Cutaneous_Melanoma,61,3,50,3
FAT1,Skin_Cutaneous_Melanoma,80,5,58,5
MGAM,Skin_Cutaneous_Melanoma,387,29,183,24
PEG3,Skin_Cutaneous_Melanoma,169,7,110,7
RBP3,Skin_Cutaneous_Melanoma,116,0,78,0
KIAA1199,Skin_Cutaneous_Melanoma,62,5,49,5
CFHR4,Skin_Cutaneous_Melanoma,65,3,56,3
KIAA1109,Skin_Cutaneous_Melanoma,97,6,72,6
PAPPA,Skin_Cutaneous_Melanoma,157,11,97,10
PENK,Skin_Cutaneous_Melanoma,69,2,54,2
AIM1,Skin_Cutaneous_Melanoma,59,2,49,2
MUC3A,Skin_Cutaneous_Melanoma,89,4,71,4
PCDHB10,Skin_Cutaneous_Melanoma,79,1,62,1
CSMD1,Skin_Cutaneous_Melanoma,453,23,196,22
NLRP12,Skin_Cutaneous_Melanoma,109,0,77,0
PRKCQ,Skin_Cutaneous_Melanoma,64,6,48,6
PSG7,Skin_Cutaneous_Melanoma,87,5,66,5
ZFP42,Skin_Cutaneous_Melanoma,51,2,45,2
ABCA4,Skin_Cutaneous_Melanoma,121,12,82,11
KIF21B,Skin_Cutaneous_Melanoma,118,8,76,7
LRRK2,Skin_Cutaneous_Melanoma,64,9,48,8
OR8D1,Skin_Cutaneous_Melanoma,56,0,46,0
DLEC1,Skin_Cutaneous_Melanoma,71,4,51,4
MASP1,Skin_Cutaneous_Melanoma,60,0,46,0
ARHGAP44,Skin_Cutaneous_Melanoma,50,3,47,3
TAS1R2,Skin_Cutaneous_Melanoma,62,4,50,4
NRXN3,Skin_Cutaneous_Melanoma,97,3,73,3
TPO,Skin_Cutaneous_Melanoma,115,4,81,4
PCDHA3,Skin_Cutaneous_Melanoma,85,1,61,1
OR2A2,Skin_Cutaneous_Melanoma,53,4,44,3
EYA1,Skin_Cutaneous_Melanoma,65,2,47,2
SLC35F3,Skin_Cutaneous_Melanoma,55,2,44,2
DNAH1,Skin_Cutaneous_Melanoma,113,5,80,5
RPGRIP1,Skin_Cutaneous_Melanoma,61,7,47,7
MUC5B,Skin_Cutaneous_Melanoma,153,8,96,7
SLIT3,Skin_Cutaneous_Melanoma,167,4,91,4
PDE1C,Skin_Cutaneous_Melanoma,131,10,91,10
CENPE,Skin_Cutaneous_Melanoma,59,5,46,5
MXRA5,Skin_Cutaneous_Melanoma,296,7,166,7
AHNAK,Skin_Cutaneous_Melanoma,122,8,87,8
SPATA31D1,Skin_Cutaneous_Melanoma,68,0,48,0
MPP7,Skin_Cutaneous_Melanoma,72,4,57,4
HECW2,Skin_Cutaneous_Melanoma,105,8,71,7
RP5-845O24.8,Skin_Cutaneous_Melanoma,62,0,45,0
CNTNAP5,Skin_Cutaneous_Melanoma,110,10,80,10
PRKAA2,Skin_Cutaneous_Melanoma,63,3,51,3
PDGFRA,Skin_Cutaneous_Melanoma,62,5,53,5
CTAGE1,Skin_Cutaneous_Melanoma,65,4,50,4
BZRAP1,Skin_Cutaneous_Melanoma,74,5,48,5
CDHR2,Skin_Cutaneous_Melanoma,71,5,50,5
COL12A1,Skin_Cutaneous_Melanoma,96,11,73,11
KIAA1549,Skin_Cutaneous_Melanoma,96,4,64,4
EBF2,Skin_Cutaneous_Melanoma,62,2,51,2
SIRPB1,Skin_Cutaneous_Melanoma,68,5,56,5
DPYD,Skin_Cutaneous_Melanoma,136,4,96,4
FCER1A,Skin_Cutaneous_Melanoma,53,4,44,4
ALPK3,Skin_Cutaneous_Melanoma,71,4,53,4
ATP1A3,Skin_Cutaneous_Melanoma,81,4,58,4
NCKAP1L,Skin_Cutaneous_Melanoma,106,7,76,6
NPY1R,Skin_Cutaneous_Melanoma,55,3,44,3
CYP4X1,Skin_Cutaneous_Melanoma,75,9,50,8
ROS1,Skin_Cutaneous_Melanoma,161,12,107,11
FCGBP,Skin_Cutaneous_Melanoma,235,11,127,10
VPS13D,Skin_Cutaneous_Melanoma,110,6,77,6
MAP3K9,Skin_Cutaneous_Melanoma,67,1,52,1
NLRP11,Skin_Cutaneous_Melanoma,121,5,94,5
TLR4,Skin_Cutaneous_Melanoma,105,9,74,9
GRM8,Skin_Cutaneous_Melanoma,132,5,88,5
CACNA1I,Skin_Cutaneous_Melanoma,97,7,63,7
UGT2B11,Skin_Cutaneous_Melanoma,65,10,52,10
EFCAB6,Skin_Cutaneous_Melanoma,100,2,67,2
