Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
CARD11,Uterine_Corpus_Endometrial_Carcinoma,106,12,61,12
USP28,Uterine_Corpus_Endometrial_Carcinoma,80,15,54,13
TSC1,Uterine_Corpus_Endometrial_Carcinoma,90,13,51,11
ZXDA,Uterine_Corpus_Endometrial_Carcinoma,83,0,51,0
XIST,Uterine_Corpus_Endometrial_Carcinoma,302,0,73,0
FBN1,Uterine_Corpus_Endometrial_Carcinoma,200,32,74,27
KDM3B,Uterine_Corpus_Endometrial_Carcinoma,98,20,59,19
WDFY3,Uterine_Corpus_Endometrial_Carcinoma,190,23,82,18
PLEKHA6,Uterine_Corpus_Endometrial_Carcinoma,98,11,65,11
ARID4B,Uterine_Corpus_Endometrial_Carcinoma,127,32,78,29
GSE1,Uterine_Corpus_Endometrial_Carcinoma,80,11,47,10
DGKB,Uterine_Corpus_Endometrial_Carcinoma,116,12,50,9
KANK4,Uterine_Corpus_Endometrial_Carcinoma,75,8,45,8
PAPOLB,Uterine_Corpus_Endometrial_Carcinoma,88,5,45,5
SLC4A11,Uterine_Corpus_Endometrial_Carcinoma,74,10,53,8
PKDREJ,Uterine_Corpus_Endometrial_Carcinoma,126,11,51,10
RAPGEF2,Uterine_Corpus_Endometrial_Carcinoma,93,14,53,13
THADA,Uterine_Corpus_Endometrial_Carcinoma,88,6,48,6
DCDC1,Uterine_Corpus_Endometrial_Carcinoma,118,14,58,12
MPDZ,Uterine_Corpus_Endometrial_Carcinoma,113,14,57,12
USP48,Uterine_Corpus_Endometrial_Carcinoma,64,9,44,9
SH3PXD2A,Uterine_Corpus_Endometrial_Carcinoma,104,4,55,4
COL6A6,Uterine_Corpus_Endometrial_Carcinoma,124,14,59,13
SCN2A,Uterine_Corpus_Endometrial_Carcinoma,193,13,75,12
TMEM2,Uterine_Corpus_Endometrial_Carcinoma,94,11,51,11
ABCA13,Uterine_Corpus_Endometrial_Carcinoma,329,37,84,25
SAGE1,Uterine_Corpus_Endometrial_Carcinoma,96,19,59,18
IGSF9B,Uterine_Corpus_Endometrial_Carcinoma,121,16,64,16
KIAA0947,Uterine_Corpus_Endometrial_Carcinoma,128,19,59,18
HTR2C,Uterine_Corpus_Endometrial_Carcinoma,130,5,57,5
MAGI1,Uterine_Corpus_Endometrial_Carcinoma,109,8,63,8
PACS1,Uterine_Corpus_Endometrial_Carcinoma,68,4,48,4
KCTD8,Uterine_Corpus_Endometrial_Carcinoma,65,6,48,6
TRIOBP,Uterine_Corpus_Endometrial_Carcinoma,113,13,58,11
GPR126,Uterine_Corpus_Endometrial_Carcinoma,102,7,49,5
TBC1D4,Uterine_Corpus_Endometrial_Carcinoma,96,13,50,11
SLC12A2,Uterine_Corpus_Endometrial_Carcinoma,75,10,48,8
CDH8,Uterine_Corpus_Endometrial_Carcinoma,113,10,58,9
POLR2A,Uterine_Corpus_Endometrial_Carcinoma,94,13,54,13
KDM2B,Uterine_Corpus_Endometrial_Carcinoma,85,6,47,6
PLXNA1,Uterine_Corpus_Endometrial_Carcinoma,182,8,80,8
GUCY2F,Uterine_Corpus_Endometrial_Carcinoma,105,8,52,8
USP26,Uterine_Corpus_Endometrial_Carcinoma,99,27,55,23
LRRD1,Uterine_Corpus_Endometrial_Carcinoma,71,8,45,8
DCAF5,Uterine_Corpus_Endometrial_Carcinoma,57,3,44,3
KANK1,Uterine_Corpus_Endometrial_Carcinoma,80,7,46,6
SYTL4,Uterine_Corpus_Endometrial_Carcinoma,76,8,44,8
NBEA,Uterine_Corpus_Endometrial_Carcinoma,277,46,90,32
RPL22,Uterine_Corpus_Endometrial_Carcinoma,58,45,54,44
ZIC3,Uterine_Corpus_Endometrial_Carcinoma,100,1,52,1
TBL1X,Uterine_Corpus_Endometrial_Carcinoma,101,6,55,6
C20orf26,Uterine_Corpus_Endometrial_Carcinoma,96,14,51,12
PPL,Uterine_Corpus_Endometrial_Carcinoma,102,11,57,10
ABCC6,Uterine_Corpus_Endometrial_Carcinoma,93,13,58,11
JMJD1C,Uterine_Corpus_Endometrial_Carcinoma,133,13,65,12
LYST,Uterine_Corpus_Endometrial_Carcinoma,240,32,73,24
LENG8,Uterine_Corpus_Endometrial_Carcinoma,71,1,45,1
ZNF536,Uterine_Corpus_Endometrial_Carcinoma,150,7,74,7
MAGEC3,Uterine_Corpus_Endometrial_Carcinoma,114,4,63,4
PAX3,Uterine_Corpus_Endometrial_Carcinoma,85,1,53,1
RP11-707M1.1,Uterine_Corpus_Endometrial_Carcinoma,78,2,52,2
HECW1,Uterine_Corpus_Endometrial_Carcinoma,129,9,74,9
SETX,Uterine_Corpus_Endometrial_Carcinoma,169,15,65,14
PCDHGA8,Uterine_Corpus_Endometrial_Carcinoma,98,2,53,2
RBM12B,Uterine_Corpus_Endometrial_Carcinoma,75,6,47,6
GAS7,Uterine_Corpus_Endometrial_Carcinoma,78,2,48,2
ABCC5,Uterine_Corpus_Endometrial_Carcinoma,100,3,45,2
KIAA0232,Uterine_Corpus_Endometrial_Carcinoma,94,9,52,7
ARHGAP21,Uterine_Corpus_Endometrial_Carcinoma,127,14,63,13
UBR1,Uterine_Corpus_Endometrial_Carcinoma,86,11,51,10
NID1,Uterine_Corpus_Endometrial_Carcinoma,95,5,54,5
SSPO,Uterine_Corpus_Endometrial_Carcinoma,288,8,97,8
TTC21A,Uterine_Corpus_Endometrial_Carcinoma,71,8,45,8
HDAC9,Uterine_Corpus_Endometrial_Carcinoma,81,10,45,9
ATP10A,Uterine_Corpus_Endometrial_Carcinoma,130,7,60,6
KDR,Uterine_Corpus_Endometrial_Carcinoma,114,11,48,9
MTOR,Uterine_Corpus_Endometrial_Carcinoma,124,10,60,8
NID2,Uterine_Corpus_Endometrial_Carcinoma,97,12,62,12
GCC2,Uterine_Corpus_Endometrial_Carcinoma,100,22,53,18
BCORL1,Uterine_Corpus_Endometrial_Carcinoma,170,27,84,25
DGKG,Uterine_Corpus_Endometrial_Carcinoma,90,6,50,5
PLXNA3,Uterine_Corpus_Endometrial_Carcinoma,137,10,65,10
TIE1,Uterine_Corpus_Endometrial_Carcinoma,87,10,47,10
SPTBN1,Uterine_Corpus_Endometrial_Carcinoma,159,10,72,9
NEDD4L,Uterine_Corpus_Endometrial_Carcinoma,91,8,44,7
CACNA1B,Uterine_Corpus_Endometrial_Carcinoma,166,8,68,8
ANKS1A,Uterine_Corpus_Endometrial_Carcinoma,79,4,46,3
CNOT1,Uterine_Corpus_Endometrial_Carcinoma,136,14,61,12
CWF19L2,Uterine_Corpus_Endometrial_Carcinoma,65,22,46,21
TP63,Uterine_Corpus_Endometrial_Carcinoma,123,10,64,9
SYNPO,Uterine_Corpus_Endometrial_Carcinoma,98,6,55,6
ACIN1,Uterine_Corpus_Endometrial_Carcinoma,72,5,49,5
ELAVL2,Uterine_Corpus_Endometrial_Carcinoma,108,1,54,1
NEDD4,Uterine_Corpus_Endometrial_Carcinoma,102,11,49,11
SCML2,Uterine_Corpus_Endometrial_Carcinoma,89,6,50,6
NTNG1,Uterine_Corpus_Endometrial_Carcinoma,66,2,44,2
GPR116,Uterine_Corpus_Endometrial_Carcinoma,90,12,49,11
NEXN,Uterine_Corpus_Endometrial_Carcinoma,75,7,48,7
TDRD5,Uterine_Corpus_Endometrial_Carcinoma,82,13,50,12
MDN1,Uterine_Corpus_Endometrial_Carcinoma,258,35,87,29
FMN2,Uterine_Corpus_Endometrial_Carcinoma,107,9,57,8
CARD6,Uterine_Corpus_Endometrial_Carcinoma,73,9,44,8
KDM6B,Uterine_Corpus_Endometrial_Carcinoma,84,10,50,10
CACNA1H,Uterine_Corpus_Endometrial_Carcinoma,126,4,68,4
TRIM33,Uterine_Corpus_Endometrial_Carcinoma,102,10,52,9
TRPM2,Uterine_Corpus_Endometrial_Carcinoma,96,8,47,8
PARP14,Uterine_Corpus_Endometrial_Carcinoma,95,13,50,11
MUC17,Uterine_Corpus_Endometrial_Carcinoma,273,7,79,6
SMCHD1,Uterine_Corpus_Endometrial_Carcinoma,94,14,51,14
ZNF841,Uterine_Corpus_Endometrial_Carcinoma,77,5,46,5
PLEC,Uterine_Corpus_Endometrial_Carcinoma,188,11,82,11
RUNX1,Uterine_Corpus_Endometrial_Carcinoma,93,7,57,7
SLC26A9,Uterine_Corpus_Endometrial_Carcinoma,67,5,46,5
PTCH1,Uterine_Corpus_Endometrial_Carcinoma,126,22,71,22
IGF2BP1,Uterine_Corpus_Endometrial_Carcinoma,107,1,63,1
PUM2,Uterine_Corpus_Endometrial_Carcinoma,79,11,53,11
CD163L1,Uterine_Corpus_Endometrial_Carcinoma,78,6,47,4
MYH14,Uterine_Corpus_Endometrial_Carcinoma,113,6,64,5
SHROOM4,Uterine_Corpus_Endometrial_Carcinoma,128,13,60,13
SPRED1,Uterine_Corpus_Endometrial_Carcinoma,83,9,55,9
HIF1A,Uterine_Corpus_Endometrial_Carcinoma,69,5,51,5
FILIP1L,Uterine_Corpus_Endometrial_Carcinoma,80,14,45,12
FAM46D,Uterine_Corpus_Endometrial_Carcinoma,98,3,51,3
ITSN1,Uterine_Corpus_Endometrial_Carcinoma,116,12,59,11
MORC1,Uterine_Corpus_Endometrial_Carcinoma,98,23,51,20
SOCS6,Uterine_Corpus_Endometrial_Carcinoma,97,2,47,1
RGAG1,Uterine_Corpus_Endometrial_Carcinoma,151,6,55,6
OSMR,Uterine_Corpus_Endometrial_Carcinoma,68,8,44,8
GREB1,Uterine_Corpus_Endometrial_Carcinoma,123,10,66,10
MYH11,Uterine_Corpus_Endometrial_Carcinoma,125,10,61,9
SAMD9L,Uterine_Corpus_Endometrial_Carcinoma,138,18,62,15
PLAG1,Uterine_Corpus_Endometrial_Carcinoma,138,3,64,3
C1orf168,Uterine_Corpus_Endometrial_Carcinoma,56,13,45,13
RC3H2,Uterine_Corpus_Endometrial_Carcinoma,82,7,46,7
PLEKHA5,Uterine_Corpus_Endometrial_Carcinoma,74,7,44,7
ARHGEF5,Uterine_Corpus_Endometrial_Carcinoma,64,9,46,9
TJP1,Uterine_Corpus_Endometrial_Carcinoma,113,13,56,11
GRID1,Uterine_Corpus_Endometrial_Carcinoma,93,4,55,4
OSBPL8,Uterine_Corpus_Endometrial_Carcinoma,79,9,44,9
TACC2,Uterine_Corpus_Endometrial_Carcinoma,136,11,61,9
CYFIP2,Uterine_Corpus_Endometrial_Carcinoma,114,11,63,8
ATP8B2,Uterine_Corpus_Endometrial_Carcinoma,71,4,46,4
ACACA,Uterine_Corpus_Endometrial_Carcinoma,118,11,57,10
TRPM6,Uterine_Corpus_Endometrial_Carcinoma,134,14,57,12
GRM6,Uterine_Corpus_Endometrial_Carcinoma,66,5,46,5
AR,Uterine_Corpus_Endometrial_Carcinoma,82,9,54,8
UMODL1,Uterine_Corpus_Endometrial_Carcinoma,83,10,50,10
SALL1,Uterine_Corpus_Endometrial_Carcinoma,101,4,54,3
CCDC85A,Uterine_Corpus_Endometrial_Carcinoma,64,3,44,3
EML4,Uterine_Corpus_Endometrial_Carcinoma,70,10,46,10
ERCC6,Uterine_Corpus_Endometrial_Carcinoma,77,7,48,7
PDE3A,Uterine_Corpus_Endometrial_Carcinoma,73,8,46,8
RPS6KA2,Uterine_Corpus_Endometrial_Carcinoma,74,7,44,7
ZNF451,Uterine_Corpus_Endometrial_Carcinoma,82,7,46,7
ELMO1,Uterine_Corpus_Endometrial_Carcinoma,77,6,47,5
AHCTF1,Uterine_Corpus_Endometrial_Carcinoma,138,16,70,16
ATXN1,Uterine_Corpus_Endometrial_Carcinoma,160,10,75,10
MINK1,Uterine_Corpus_Endometrial_Carcinoma,91,10,54,8
GPR158,Uterine_Corpus_Endometrial_Carcinoma,149,15,66,14
MCF2L,Uterine_Corpus_Endometrial_Carcinoma,91,1,48,1
FAM120C,Uterine_Corpus_Endometrial_Carcinoma,79,8,47,8
CADM2,Uterine_Corpus_Endometrial_Carcinoma,87,7,49,7
SMARCA5,Uterine_Corpus_Endometrial_Carcinoma,75,9,51,9
CENPF,Uterine_Corpus_Endometrial_Carcinoma,148,24,58,17
ZNF831,Uterine_Corpus_Endometrial_Carcinoma,115,9,56,9
ZSWIM8,Uterine_Corpus_Endometrial_Carcinoma,83,8,53,6
DSG1,Uterine_Corpus_Endometrial_Carcinoma,89,10,47,9
NOS1,Uterine_Corpus_Endometrial_Carcinoma,97,12,62,12
CNTNAP4,Uterine_Corpus_Endometrial_Carcinoma,113,7,56,7
ACSL4,Uterine_Corpus_Endometrial_Carcinoma,114,11,55,11
PTPRN2,Uterine_Corpus_Endometrial_Carcinoma,100,7,57,7
AKAP6,Uterine_Corpus_Endometrial_Carcinoma,150,14,70,14
ADCY10,Uterine_Corpus_Endometrial_Carcinoma,112,9,47,8
NPC1L1,Uterine_Corpus_Endometrial_Carcinoma,76,9,51,8
GRIA1,Uterine_Corpus_Endometrial_Carcinoma,70,6,44,6
CAMTA1,Uterine_Corpus_Endometrial_Carcinoma,150,10,70,9
NRIP1,Uterine_Corpus_Endometrial_Carcinoma,119,17,64,17
PCDHGA5,Uterine_Corpus_Endometrial_Carcinoma,85,4,47,4
USP10,Uterine_Corpus_Endometrial_Carcinoma,68,7,47,7
TENM2,Uterine_Corpus_Endometrial_Carcinoma,200,8,84,8
DLG2,Uterine_Corpus_Endometrial_Carcinoma,166,11,64,11
ZNF91,Uterine_Corpus_Endometrial_Carcinoma,120,13,53,12
ATP2B2,Uterine_Corpus_Endometrial_Carcinoma,130,3,65,3
EPHA7,Uterine_Corpus_Endometrial_Carcinoma,108,11,59,10
UTRN,Uterine_Corpus_Endometrial_Carcinoma,205,28,77,22
NRG1,Uterine_Corpus_Endometrial_Carcinoma,123,7,59,5
PCDH12,Uterine_Corpus_Endometrial_Carcinoma,77,3,47,3
SAMD9,Uterine_Corpus_Endometrial_Carcinoma,132,13,59,10
CTNNA2,Uterine_Corpus_Endometrial_Carcinoma,114,16,62,16
LTF,Uterine_Corpus_Endometrial_Carcinoma,72,6,45,6
ASAP1,Uterine_Corpus_Endometrial_Carcinoma,73,5,52,5
MAGEC1,Uterine_Corpus_Endometrial_Carcinoma,150,9,64,9
MAGEB6,Uterine_Corpus_Endometrial_Carcinoma,78,2,48,2
APOB,Uterine_Corpus_Endometrial_Carcinoma,268,23,88,22
STON1-GTF2A1L,Uterine_Corpus_Endometrial_Carcinoma,91,14,44,12
MAGED1,Uterine_Corpus_Endometrial_Carcinoma,87,9,49,9
QKI,Uterine_Corpus_Endometrial_Carcinoma,116,13,74,12
EPRS,Uterine_Corpus_Endometrial_Carcinoma,79,11,51,11
PHF6,Uterine_Corpus_Endometrial_Carcinoma,95,6,56,6
CCAR1,Uterine_Corpus_Endometrial_Carcinoma,68,15,48,15
SEMA6D,Uterine_Corpus_Endometrial_Carcinoma,142,12,64,11
ANKRD50,Uterine_Corpus_Endometrial_Carcinoma,113,17,57,15
RP1L1,Uterine_Corpus_Endometrial_Carcinoma,151,17,67,16
NHSL2,Uterine_Corpus_Endometrial_Carcinoma,81,4,48,4
ARHGAP5,Uterine_Corpus_Endometrial_Carcinoma,127,17,63,15
PEAR1,Uterine_Corpus_Endometrial_Carcinoma,57,9,44,9
DIAPH3,Uterine_Corpus_Endometrial_Carcinoma,97,9,46,9
FAM135B,Uterine_Corpus_Endometrial_Carcinoma,187,12,75,12
POTEE,Uterine_Corpus_Endometrial_Carcinoma,89,15,51,14
PCDH9,Uterine_Corpus_Endometrial_Carcinoma,202,12,82,12
UBN1,Uterine_Corpus_Endometrial_Carcinoma,69,6,47,6
CLIP2,Uterine_Corpus_Endometrial_Carcinoma,75,4,45,4
CAMTA2,Uterine_Corpus_Endometrial_Carcinoma,77,13,55,13
ASXL3,Uterine_Corpus_Endometrial_Carcinoma,183,24,66,20
ABCB1,Uterine_Corpus_Endometrial_Carcinoma,117,20,53,17
KIF7,Uterine_Corpus_Endometrial_Carcinoma,72,6,45,6
BRD1,Uterine_Corpus_Endometrial_Carcinoma,109,14,56,14
SLC12A1,Uterine_Corpus_Endometrial_Carcinoma,96,15,55,14
MTUS2,Uterine_Corpus_Endometrial_Carcinoma,123,9,66,9
PCDHGA2,Uterine_Corpus_Endometrial_Carcinoma,94,7,49,7
NELL1,Uterine_Corpus_Endometrial_Carcinoma,99,8,49,8
CAD,Uterine_Corpus_Endometrial_Carcinoma,115,10,59,9
MCC,Uterine_Corpus_Endometrial_Carcinoma,83,10,49,10
RYR1,Uterine_Corpus_Endometrial_Carcinoma,316,31,98,26
TRIM9,Uterine_Corpus_Endometrial_Carcinoma,98,8,55,8
SECISBP2L,Uterine_Corpus_Endometrial_Carcinoma,88,10,47,10
PTCH2,Uterine_Corpus_Endometrial_Carcinoma,68,8,44,8
AKT3,Uterine_Corpus_Endometrial_Carcinoma,83,8,45,7
PCDHGB3,Uterine_Corpus_Endometrial_Carcinoma,87,4,46,4
CNKSR2,Uterine_Corpus_Endometrial_Carcinoma,100,12,51,9
SYNRG,Uterine_Corpus_Endometrial_Carcinoma,71,6,44,6
PIK3AP1,Uterine_Corpus_Endometrial_Carcinoma,76,8,45,8
OPCML,Uterine_Corpus_Endometrial_Carcinoma,83,2,45,2
EPB41L1,Uterine_Corpus_Endometrial_Carcinoma,86,4,50,4
TECPR1,Uterine_Corpus_Endometrial_Carcinoma,77,12,48,12
MAP9,Uterine_Corpus_Endometrial_Carcinoma,71,16,45,15
MAP3K19,Uterine_Corpus_Endometrial_Carcinoma,123,20,50,15
MUC6,Uterine_Corpus_Endometrial_Carcinoma,111,6,57,6
KIF13B,Uterine_Corpus_Endometrial_Carcinoma,85,7,53,7
DIO2,Uterine_Corpus_Endometrial_Carcinoma,69,3,44,3
SMARCA4,Uterine_Corpus_Endometrial_Carcinoma,103,8,63,7
EYS,Uterine_Corpus_Endometrial_Carcinoma,278,40,85,33
OLFM1,Uterine_Corpus_Endometrial_Carcinoma,77,2,49,2
KNDC1,Uterine_Corpus_Endometrial_Carcinoma,116,4,56,4
MIB1,Uterine_Corpus_Endometrial_Carcinoma,91,3,47,2
SRGAP2,Uterine_Corpus_Endometrial_Carcinoma,71,7,47,7
CASR,Uterine_Corpus_Endometrial_Carcinoma,86,4,50,4
UBE3A,Uterine_Corpus_Endometrial_Carcinoma,68,10,48,10
ALK,Uterine_Corpus_Endometrial_Carcinoma,98,8,57,8
NFATC1,Uterine_Corpus_Endometrial_Carcinoma,67,4,48,4
CNTNAP2,Uterine_Corpus_Endometrial_Carcinoma,155,11,71,10
NTRK3,Uterine_Corpus_Endometrial_Carcinoma,118,5,60,5
SLC4A3,Uterine_Corpus_Endometrial_Carcinoma,88,6,49,6
ZMYM4,Uterine_Corpus_Endometrial_Carcinoma,102,17,64,16
DCAF8L1,Uterine_Corpus_Endometrial_Carcinoma,95,11,54,11
HFM1,Uterine_Corpus_Endometrial_Carcinoma,118,26,49,20
BAI3,Uterine_Corpus_Endometrial_Carcinoma,169,20,65,18
HIC2,Uterine_Corpus_Endometrial_Carcinoma,103,2,54,2
VWF,Uterine_Corpus_Endometrial_Carcinoma,160,19,67,16
C4orf21,Uterine_Corpus_Endometrial_Carcinoma,88,9,49,9
SEMA3D,Uterine_Corpus_Endometrial_Carcinoma,69,12,47,10
ZMYM6,Uterine_Corpus_Endometrial_Carcinoma,90,15,51,14
POLD1,Uterine_Corpus_Endometrial_Carcinoma,75,7,49,7
ZNF721,Uterine_Corpus_Endometrial_Carcinoma,97,4,46,4
KMT2E,Uterine_Corpus_Endometrial_Carcinoma,104,11,59,10
ARHGAP26,Uterine_Corpus_Endometrial_Carcinoma,79,8,44,8
GABRA2,Uterine_Corpus_Endometrial_Carcinoma,70,6,44,6
SCN7A,Uterine_Corpus_Endometrial_Carcinoma,116,23,53,20
PFKP,Uterine_Corpus_Endometrial_Carcinoma,75,9,45,9
PTPRQ,Uterine_Corpus_Endometrial_Carcinoma,135,24,58,21
ZNF106,Uterine_Corpus_Endometrial_Carcinoma,89,14,49,14
YTHDC1,Uterine_Corpus_Endometrial_Carcinoma,84,9,48,8
SZT2,Uterine_Corpus_Endometrial_Carcinoma,190,34,84,28
ZBTB4,Uterine_Corpus_Endometrial_Carcinoma,107,2,61,2
SH3KBP1,Uterine_Corpus_Endometrial_Carcinoma,91,12,49,11
UBE4A,Uterine_Corpus_Endometrial_Carcinoma,60,3,46,3
TSPEAR,Uterine_Corpus_Endometrial_Carcinoma,75,5,46,5
SLIT2,Uterine_Corpus_Endometrial_Carcinoma,108,14,50,12
KCNS2,Uterine_Corpus_Endometrial_Carcinoma,70,2,44,2
INPP5F,Uterine_Corpus_Endometrial_Carcinoma,75,6,45,6
ANKRD30A,Uterine_Corpus_Endometrial_Carcinoma,148,33,64,24
ZNF268,Uterine_Corpus_Endometrial_Carcinoma,73,4,47,4
ATP9A,Uterine_Corpus_Endometrial_Carcinoma,79,6,48,6
ADAMTSL4,Uterine_Corpus_Endometrial_Carcinoma,96,20,58,19
FGD6,Uterine_Corpus_Endometrial_Carcinoma,80,10,48,10
CUL4B,Uterine_Corpus_Endometrial_Carcinoma,113,26,46,21
MYO7B,Uterine_Corpus_Endometrial_Carcinoma,142,18,64,15
C7,Uterine_Corpus_Endometrial_Carcinoma,76,15,48,13
VGLL3,Uterine_Corpus_Endometrial_Carcinoma,70,2,44,2
DZIP1,Uterine_Corpus_Endometrial_Carcinoma,68,9,47,9
ERBB4,Uterine_Corpus_Endometrial_Carcinoma,145,16,62,14
SHC1,Uterine_Corpus_Endometrial_Carcinoma,68,3,53,3
PHKB,Uterine_Corpus_Endometrial_Carcinoma,71,7,45,7
DHX34,Uterine_Corpus_Endometrial_Carcinoma,76,9,53,8
LIMCH1,Uterine_Corpus_Endometrial_Carcinoma,109,11,51,10
FAM184B,Uterine_Corpus_Endometrial_Carcinoma,83,6,49,6
PER3,Uterine_Corpus_Endometrial_Carcinoma,81,6,44,6
CACNA1C,Uterine_Corpus_Endometrial_Carcinoma,189,10,74,10
IQGAP1,Uterine_Corpus_Endometrial_Carcinoma,76,10,48,10
FN1,Uterine_Corpus_Endometrial_Carcinoma,178,23,78,21
CNTN3,Uterine_Corpus_Endometrial_Carcinoma,77,16,49,15
SETD2,Uterine_Corpus_Endometrial_Carcinoma,155,21,72,21
IKZF2,Uterine_Corpus_Endometrial_Carcinoma,84,3,45,3
LPHN2,Uterine_Corpus_Endometrial_Carcinoma,129,12,57,11
EBF3,Uterine_Corpus_Endometrial_Carcinoma,93,5,55,5
ERC2,Uterine_Corpus_Endometrial_Carcinoma,117,6,47,5
NLRP5,Uterine_Corpus_Endometrial_Carcinoma,95,9,56,9
KIAA0825,Uterine_Corpus_Endometrial_Carcinoma,95,11,46,10
PSD3,Uterine_Corpus_Endometrial_Carcinoma,125,9,54,9
BRINP1,Uterine_Corpus_Endometrial_Carcinoma,77,6,52,6
ATP7B,Uterine_Corpus_Endometrial_Carcinoma,89,8,47,8
C11orf57,Uterine_Corpus_Endometrial_Carcinoma,61,11,45,11
NALCN,Uterine_Corpus_Endometrial_Carcinoma,143,13,66,10
POM121,Uterine_Corpus_Endometrial_Carcinoma,68,6,48,6
ARHGAP22,Uterine_Corpus_Endometrial_Carcinoma,72,14,50,13
WDR7,Uterine_Corpus_Endometrial_Carcinoma,96,13,52,12
THSD4,Uterine_Corpus_Endometrial_Carcinoma,77,2,44,2
RBM27,Uterine_Corpus_Endometrial_Carcinoma,76,25,52,25
AGL,Uterine_Corpus_Endometrial_Carcinoma,70,12,45,11
CDYL,Uterine_Corpus_Endometrial_Carcinoma,79,3,45,3
SEC16B,Uterine_Corpus_Endometrial_Carcinoma,75,14,46,13
RGL1,Uterine_Corpus_Endometrial_Carcinoma,90,9,54,9
UBR4,Uterine_Corpus_Endometrial_Carcinoma,217,18,85,18
ATP9B,Uterine_Corpus_Endometrial_Carcinoma,79,12,46,9
PTPRH,Uterine_Corpus_Endometrial_Carcinoma,76,5,45,5
TRIM66,Uterine_Corpus_Endometrial_Carcinoma,59,7,46,7
ESRRG,Uterine_Corpus_Endometrial_Carcinoma,105,4,53,4
NPAS2,Uterine_Corpus_Endometrial_Carcinoma,71,5,45,5
TULP4,Uterine_Corpus_Endometrial_Carcinoma,97,5,60,5
RPGRIP1L,Uterine_Corpus_Endometrial_Carcinoma,111,17,61,16
LTBP4,Uterine_Corpus_Endometrial_Carcinoma,87,14,48,13
TET1,Uterine_Corpus_Endometrial_Carcinoma,126,15,56,13
ZFX,Uterine_Corpus_Endometrial_Carcinoma,90,0,49,0
AMBRA1,Uterine_Corpus_Endometrial_Carcinoma,75,10,50,8
PIEZO1,Uterine_Corpus_Endometrial_Carcinoma,160,12,68,12
WNK1,Uterine_Corpus_Endometrial_Carcinoma,112,9,58,9
TBC1D8B,Uterine_Corpus_Endometrial_Carcinoma,144,19,59,17
PPIP5K2,Uterine_Corpus_Endometrial_Carcinoma,81,14,53,14
ZNF99,Uterine_Corpus_Endometrial_Carcinoma,96,12,50,10
CELSR3,Uterine_Corpus_Endometrial_Carcinoma,133,10,62,10
C5orf24,Uterine_Corpus_Endometrial_Carcinoma,67,2,45,2
BAZ2A,Uterine_Corpus_Endometrial_Carcinoma,88,3,50,3
ZBTB40,Uterine_Corpus_Endometrial_Carcinoma,72,4,44,4
NEBL,Uterine_Corpus_Endometrial_Carcinoma,134,26,57,19
JAK1,Uterine_Corpus_Endometrial_Carcinoma,141,68,73,49
TRO,Uterine_Corpus_Endometrial_Carcinoma,130,10,63,8
COL5A1,Uterine_Corpus_Endometrial_Carcinoma,192,27,77,25
CLIP4,Uterine_Corpus_Endometrial_Carcinoma,60,3,44,3
CCDC88B,Uterine_Corpus_Endometrial_Carcinoma,63,5,46,5
MYO3B,Uterine_Corpus_Endometrial_Carcinoma,80,8,45,8
PTCHD2,Uterine_Corpus_Endometrial_Carcinoma,96,8,58,8
CEP170B,Uterine_Corpus_Endometrial_Carcinoma,63,5,44,5
SMARCC1,Uterine_Corpus_Endometrial_Carcinoma,84,14,52,13
NHSL1,Uterine_Corpus_Endometrial_Carcinoma,82,8,50,8
ANKRD34C,Uterine_Corpus_Endometrial_Carcinoma,101,4,48,4
WWC1,Uterine_Corpus_Endometrial_Carcinoma,61,5,47,5
GYLTL1B,Uterine_Corpus_Endometrial_Carcinoma,68,5,44,4
COPA,Uterine_Corpus_Endometrial_Carcinoma,63,10,48,10
MEGF8,Uterine_Corpus_Endometrial_Carcinoma,164,19,75,18
PTPRR,Uterine_Corpus_Endometrial_Carcinoma,86,13,54,12
PCDHA6,Uterine_Corpus_Endometrial_Carcinoma,96,2,58,2
UBA6,Uterine_Corpus_Endometrial_Carcinoma,80,14,46,12
ROCK2,Uterine_Corpus_Endometrial_Carcinoma,91,25,59,22
KCNA5,Uterine_Corpus_Endometrial_Carcinoma,89,3,54,3
KCNT1,Uterine_Corpus_Endometrial_Carcinoma,81,6,45,6
THBS2,Uterine_Corpus_Endometrial_Carcinoma,117,2,64,2
ARHGEF7,Uterine_Corpus_Endometrial_Carcinoma,81,7,52,7
OXR1,Uterine_Corpus_Endometrial_Carcinoma,86,12,54,11
FLRT2,Uterine_Corpus_Endometrial_Carcinoma,161,4,64,4
HSPG2,Uterine_Corpus_Endometrial_Carcinoma,190,13,80,13
INTS3,Uterine_Corpus_Endometrial_Carcinoma,79,5,54,5
RASGRF2,Uterine_Corpus_Endometrial_Carcinoma,101,7,50,7
SOS2,Uterine_Corpus_Endometrial_Carcinoma,67,10,46,9
KIAA1324L,Uterine_Corpus_Endometrial_Carcinoma,83,18,44,14
DCBLD2,Uterine_Corpus_Endometrial_Carcinoma,77,9,48,8
RAP2B,Uterine_Corpus_Endometrial_Carcinoma,91,0,45,0
